review_es,sentiment
"Acabo de empezar a ver el show alrededor de julio.Lo encontré por error, fui navegando por canal durante unas vacaciones.Es un gran espectáculo, solo desearía que no fuera tan tarde en la noche.Está a las 12:30 am.Como persona de trabajo, hace que sea difícil ver todo el tiempo. Lee algunos comentarios.No estuve de acuerdo con la última vez que no estaba creciendo en los años 60 y no creyendo que esto puede suceder. Crecí en los años 60.Soy hispano y tuve un novio ""blanco"" más que teníamos amigos negros en la escuela secundaria.Creo que las personas se llevan bien debido a sus intereses y personalidades y no tiene nada que ver con ser una cierta raza o color. No puedo esperar hasta que el espectáculo salga de DVD para poder comprarlo.De esta manera puedo verlo desde el principio.",positive
"Esta película está bien fundida, a menudo tonta y siempre divertida.Lemmon y Matthau trabajan su magia del equipo de etiquetas a la perfección.Brent Spinder es solo un disturbio como el tirano egotístico de un director de cruceros.Desde la primera ""Hare Krishna"" hasta la última ""deberías pagarle cincuenta dólares por llamarte dos sementales"", pensé que esta era una comedia divertida totalmente entretenida",positive
"Acabo de recibir un 10 para los ladrones de autopistas, menciono esto por dos razones, una para demostrar que no soy un git que solo da malas críticas, pero 2 porque el tema de la película tiene el mismo hilo, es decir, enamorarse de una mujer. De la noche. Todos sabemos que la mujer bonita es una película de chicas, pero no puedes evitarlas todas, eventualmente lo conseguirán. Bonita mujer para mí hace dos cosas, dos terribles cosas espantosas horribles, en primer lugar retrata la prostitución como una carrera más similar a la de un bailarín, ya sabes con amigos absolutamente grandes, calentadores de piernas mucho risitas, tomando prestados unos a otros. Ves en la realidad de la mujer bonita, la prostituta y esta es una prostituta de calle de la calle que estamos hablando aquí, tiene una gran vida, está sana feliz con solo la gemida ocasional para explicar su situación. Mi sentimiento es que este protagonista de tipo 'Feliz Hooker' es mucho más sabroso que un personaje aún casi realista, que para mí pide la pregunta si hace una película sobre un tipo de persona, pero se asustan demasiado para adornar a ese jugador con las características. Familiaria a ese rol Entonces, ¿por qué lo hacen? Si hago una película sobre un chef, pero no quieres que cocine ni habla de alimentos o use un sombrero blanco, ¿por qué hacer una película sobre un chef en primer lugar? Al rescatar y convertir a la prostituta en un tipo de bailarina respetable, la historia pierde el punto por completo y, en consecuencia, nunca se entrega a ninguna de las preguntas morales o sociales que podría tener, lo que ha salido, realmente realmente cojo. En segundo lugar, la ""mujer bonita"" insulte el romance en sí, Edward Lewis jugado por Richard Gere no tiene ni idea de cómo seducir o romance esta ""dama"" que no tiene su amigo plástico, Sí, no sale de casa sin él, especialmente si eres un imbécil En un traje que no tiene imaginación. 8 de cada 10 de sus momentos románticos involucran salpicaduras de efectivo de una u otra forma, incluso cuando la conoce primero, es el Turbo de loto espíritu que hace todo el trabajo, los collares aquí diaman los limusinos de allí, el dinero del dinero, ¿dónde está el encanto? ¿Dónde está el carisma, no menciones ese intento en el piano, por favor, a quienes les gusta esta película también serán chicas que les gustan las compras más que la mayoría? Los chicos que le gustan esta película ni siquiera se habrán dado cuenta de que el viejo Eddy tiene menos encanto que una calculadora, ya que probablemente no lo hagan, por lo que no se habrá registrado. Más importante aún, a quien le guste esta película, odiará a 'Thieves Highway' una maravillosa historia de qué parte se basa en el mismo tema. Terminaré en una canción: la mujer bonita que cuelga la calle, la mujer bonita, el tipo que me gusta tratar bastante. Mujer, no te creo que no eres la verdad, nadie podía gastar tanto como tú, a la mujer Mercythretty, no me perdonarás una mujer bonita, no pude evitar ver a la mujer bonita, y te ves encantador como lo puede hacer. Falta imaginación, como una mujer bastante, compre una mujer bonita, converse una mujer bonita, vende su sonrisa a mí, mujer bonita, sí, sí, sí, mujer bonita, mira a mi manera mujer bonita, digamos que me quedarás conmigo. .y te pagaré ... te lo trataré bien",negative
"Esta película fue terrible.La trama era terrible y increíble.No puedo recomendar esta película.¿De dónde vino esta película?Esta película no fue divertida y desperdiciada el talento de algunos grandes actores y actrices, incluyendo: Gary Sinise, Kathy Bates, Joey Lauren Adams, y Jennifer Tilly.",negative
"Me disgustan con fuerza este espectáculo.Quiero decir, como, básicamente, todos en esa escuela son perfectos, y ricos, y dudo que una escuela de embarque se vería tan fresca como eso.¿Y por qué de repente permiten a las niñas en la escuela?¿No es solo un poco raro?De todos modos, Jamie Lynn Spears no puede actuar.Ella siempre tiene la misma expresión facial, que realmente me molesta.Ella es básicamente sin emociones, y les gusta que todos los chicos les guste. ¿Y no debería perseguirle decirle a que le gusta?¡no es tan dificil!¡De Verdad!Ninguno de este espectáculo es la vida real, y ella no es ""una niña como yo"" porque la mayoría de las chicas regulares no van a la escuela de embarque, no tienen ropa de diseñador, y no viven por la playa. Falso falso.",negative
"Normalmente no me gusta la serie en absoluto.Todos son predecibles y tienden a ser aburridos y aburridos, muy rápido. Sin embargo, esta serie está bien jugada, la historia sigue a través de todos los episodios e incluso si se pierde uno, la historia todavía estará atrapando de su mente. Los episodios sonTodos filmados en un hospital y lo llevan a los misterios de los secretos oscuros y viejos que se encuentran justo debajo de la superficie del poderoso hospital.",positive
"Santa sh * t Esto fue dios horrible.Me senté en el teatro durante una hora y diez minutos y pensé que iba a sacar mucho los ojos en la Manor Oedipus Rex.querido Dios.Esta película no merece más crédito que cualquier cosa realizada por un buff de la película de la escuela intermedia.Por favor, guarde su dinero, esta película no puede ofrecerle nada.A menos que disfrute de los trastos y durmiendo en los cines.Sabes, h3ll, traer a tu novia y hacer cosas interesantes.Serás el único que de todos modos.F @ ck esta presentación de diapositivas.Ser advertido. Recomiendo que no veo esto.Hello. ¿Cómo estás? Estoy bastante bien. Estoy muy bien. Estoy encantado este día. Este comentario fue una cien veces más divertido que fingir a esta película de día.esto es triste.",negative
"Esta película es sin duda un 10/10 perfecto. Para todas las personas que ustedes están calificando esta película, calificaciones bajas porque no tiene ""buena parcela"" ni nada de eso, eso es ridículo, diciendo que una película de Jackie Chan es mala. Debido a su parcela es como decir que una película porno es mala porque no tiene parcela. Mira a Jackie Chan para las escenas de lucha, porque la acción no está tan concentrada en una buena historia o algo así, si observa cómo hace las películas y la comparte con otras películas estadounidenses de esa época e incluso más tarde se dará cuenta. Las películas de Jackie Chan tenían en las escenas de las mejores peleas y no son realmente buenas parcelas, mientras que las películas estadounidenses tenían buenas parcelas, pero las escenas de acción de mierda en comparación con lo que Jackie Chan estaba haciendo en ese momento. La pornografía se observa por el porno, Jackie Chan se ve a la acción, creo que ustedes lo califican mal porque no hay parcela porque cree que es cómo un crítico de cine inteligente calificaría una buena película, pero la forma en que lo veo es un buen La película es una película que puede mantenerme entretenida. Seguro que la mitad de la película era aburrida, muy aburrida, pero lo puso de esta manera el resto, que es todas las escenas de acción y las acrobacias, pagan mucho por todo eso. Esto cambió la forma en que se crearon las películas de acción estadounidenses, incluso tienen escenas de esta película. Si quieres un verdadero hombre, un verdadero artista, envíe esta película y muchos más de Jackie Chan, está puro en todos los días. Literalmente, hace que las películas estadounidenses se vean como un paseo por el parque, e incluso en las películas de hoy. Las películas estadounidenses se basan tanto en efectos especiales y alambres de seguridad y dobles de trucos y mucho más. La historia de la policía y muchas otras películas de Jackie Chan son piezas de trabajo de un verdadero artista que solo hace todo lo posible y es muy talentoso en lo que puede hacer. una obra maestra",positive
"Vi esto en el Festival de Cine de Londres anoche, aparentemente la versión más corta. El resumen de James McNally del contenido de la película es muy bueno. Nossiter Muy apagable combina su investigación de la empresa vinícola en más amplias preocupaciones sobre la globalización, la homogeneización, el efecto de los medios de comunicación, el poder del capital y la necesidad de diversidad. La película se dispara en DV de mano que algunos podrían encontrar el desprendimiento, Pero lo que permite a Nossiter atrapar a las personas fuera de guardia en una serie de ocasiones que probablemente no hubieran sido posibles utilizando un equipo más convencional. Vaste la sensación de extensión de la película, la edición es muy afilada, no solo nos da un desfile del mundo. Los perros, pero también subcotizando a varios comentarios de los entrevistados con imágenes visuales algo contradictorias, y dando a otros una cuerda suficiente para colgarse. Hasta cierto punto, esto evocado el reciente trabajo de Michael Moore (aunque Nossiter opera de una manera más sutil), pero probablemente las raíces de la película vuelven a Marcel Ophuls '""El dolor y la pena"", ambas en la forma en que se construye la película y En el surgimiento de los campesinos franceses 'sal de la tierra' como las estrellas. Las filas de Montille Pere et estaban presentes en la proyección de LFF y respondieron las preguntas posteriores. De hecho, todos necesitamos un poco de desorden: Bravo Hubert! En general, una excelente película con implicaciones que van más allá del mundo del vino en la forma en que nos construimos como personas, y organizamos nuestro mundo.",positive
"¡No puedo creer que esta película logró obtener una calificación de 6 años relativamente alta de 6!Es apenas vigilable y increíblemente aburrido, ciertamente una de las peores películas que he visto en un largo, largo tiempo. En una forma de no presupuestaria, me recordó a los episodios de Star Wars I y II por la pura impresión de que estás viendo unTotal Creative Train Wreck. Esta película debe evitarse a toda costa.Es una de esas ""películas del festival"" que solo complacen a los pseudo-intelectuales porque están tan mal hicieron que esas personas piensan que lo hace ""diferente"", por lo tanto, el bien. La fabricación de cineas no es ""diferente"", es simplemente una mala creación de cineas..",negative
"Esta película realmente me despertó, como se despierta al personaje masculino principal de esta película valientemente diferente de su sueño de su vida. Este chico John (Ben Chaplin) lleva a su vida útil mediocre de un cajero de banco en una pequeña ciudad inglesa provincial, hasta la Increíblemente hermosa, salvaje, niña, para morir, para Nadia (Nicole Kidman), ordenada por correo electrónico de Rusia, ingresa su vida para convertirse en su amada esposa, por plan de Johns. Sin embargo, se enciende un fallo: Nadia no habla una palabra de lenguaje de Johns. Aunque tranquila y sin emociones en el exterior, John se interesa tanto en la hermosa Nadia que, en lugar de usar la política de reembolso completo del servicio de coincidencia, le brinda un diccionario para iniciar el proceso de comunicación. Lo que pasa de aquí en adelante, en la trama, realmente sacude a John de la trama. su sueño de un empleado de sentimientos seguros pagado decentemente en una figura de acción de pensamiento decente, que le da al espectador un mensaje subliminal "", probablemente habrías actuado de la misma manera"". Kidman, Cassel & Kassovitz hace un gran equipo que actúe de un equipo y son Casi indistinguible de lo real, ""casi"" solo debido al ligero acento presente en sus diálogos ruso, aunque lo suficientemente ligero como para sorprender a un ruso nativo por el arduo trabajo hecho para obtener las palabras que suenan bien. Nicole Kidman demuestra su talento una vez más jugando un personaje muy diferente de los roles anteriores, al menos desde el fondo cultural. El ritmo de la película es rápido y cautivador, y ciertamente no está listo para dejar de ver cuando aparezcan los títulos finales, Prefieres sentir que estás en el centro de la trama, y ​​se queda con un deseo de ver la secuela tan pronto como salga. My consejos es salir y ver esta película de inmediato y disfrutar. Para resumirlo, tiene una trama inusual, una gran actuación e ideas debajo de la superficie. Al igual que la idea del ""despertar rudo"" de la vida de rutina segura artificial de una rueda en la máquina de una sociedad, la vida que miembros del club de lucha estaban tan interesados ​​en dejar de fumar y la máquina de la cual Pink Floyd canta (""Bienvenido a la máquina ! ""). Apuesto a que al final, John estaba bastante bien con Sophia en su camino hacia lo desconocido que no haberlo conocido en absoluto. Gracias, escritores, por la gran historia, ¡y todos los demás por esta gran película! Por favor haga una secuela! Y puede ponerlo en escéndelo, para saber y nombrar la ubicación, ya que la autenticidad del lugar es irrelevante para el 99.9999 por ciento de los posibles espectadores, estoy seguro de ello.",positive
"Ed Madera paseos de nuevo.El hecho de que esta película se hiciera debería dar a cualquier esperanza de cineasta joven.Cualquier guión que pueda haber pensado en usar Toline una caja de arena o un pájaro ahora no debería parecer tan malo.No vea esta película a menos que tenga un escondite saludable de Tylenol o RolAids.Mirando a Thismovie me hizo darme cuenta de que Boa vs. Python no era tan malo después de todo.Probablemente hubiera sido mejor hacer esta película en su clavícula, al menos de esa manera, ningún actor hubiera tenido que tomar crédito por estar en esta película.Es comprensible por qué este director tiene tantos alias.Hay un lado brillante para ver esta película en que si puedes conseguir que alguien te traiga una bolsa de fichas, entonces puedes comer fuera del capullo de queso que te rodea lo que le permite a Tomake su Harrito el capullo de queso.Eso lo rodea.",negative
"Esto depende de un bien, unizo profundo, pero para un thriller, será mejor que entregue más que a los actores y hablar.El primer tercio de esta película no era más que hablar, y más hablar.La mayoría de eso era un grupo de mujeres que se rompían sobre todo el uno al otro.Los primeros cinco actores enumerados aquí son mujeres para que verifique que es realmente una ""película de pollito"" y poco más.Esto probablemente juega en la red de por vida. Había una escena de asesinato rápido y luego hablar.Por medio de la mitad, me habían perdido.Por cierto, Sally Field miró a unos 15 años aquí.",negative
"Creo que esta película lo tiene todo. Tiene música realmente genial que nunca puedo salir de mi cabeza. Tiene personajes de aspecto genial. Es realmente divertido (ya sabes, el tipo que te romperás en el suelo y seguirás diciendo las partes divertidas durante tres días durante tres semanas) .ddespespespespespespesp c c c c CGI y mala historia (sobre los policías que van Después de un robot), es realmente genial. Es una de esas películas que usted y toda su familia pueden ver, reunirse, comer pizza, reír como locos, yírlo dos veces más. Hay tantas partes divertidas, como cuando Kurt estaba tratando de llamar la atención de Edison y le dio. El dedo, y luego tiró una pistola de pelota de pintura para que pudieran jugar la pelota de pintura. En esa parte, seguí diciendo ""¿Recuerdas, recuerdas?"" A mis primos que lo vieron y les mostraron lo que sucedió. También hubo una parte muy divertida cuando Edision corrió hacia la habitación y Kurt estaba allí (justo antes de que luchaban) y Kurt estaba hablando de su ""sueño extraño"" y cómo era ""Superman"". Me encantó esa parte, aunque ha pasado un tiempo desde que lo vi, así que no recuerdo esa parte. Todo lo que los actores dijeron que eran divertidos, como cómo dice Kurt: ""¡Te adoro, como un dios!"" Al robot. Aunque hubo algunas cosas malas, en todo lo que era una gran película. Hombre, no puedo dejar de reír. Ojalá tuviera esa película. )",positive
"Howard (Kevin Kline) enseña inglés en la escuela secundaria en una pequeña ciudad de Indiana. Finalmente se está casando con Emily (Joan Cusack), para que sus padres se deleitan. El pueblo también es Abuzz, porque uno de los suyos, Cameron (Matt Dillon) ha sido nominado para un Oscar actuando. ¡Todos, incluyendo Howard y Emily, están viendo los premios de la Academia en la televisión, ¡ya que Cameron es declarado ganador! En su discurso de aceptación, Cameron anuncia que pudo cumplir su papel como un hombre militar gay, en parte, debido a las lecciones que aprendió de un maestro gay que tenía en la escuela secundaria. ¡Lo adivinaste, su Howard! Pero, Howard nunca ha ""salido""; De hecho, él cree que es recto! Con toda la ciudad, y los miembros de los medios de comunicación, esperando y observando los acontecimientos, ¿Will Howard y Emily continuaron adelante y se casarán? O, ¿Howard es realmente gay y se da cuenta de que no puede pasar con la ceremonia? Esta es una película maravillosa, divertida y humana sobre un hombre gay y su situación. Como el hombre, quien, no se dio cuenta, el kline es excelente y conmovedor. El resto del elenco está igualmente bien, con cusack una puntada como el fiático mixto y Dillon, Bob Newhart, Debbie Reynolds, Tom Selleck, y otros a mano para deleitar a la audiencia también. Los disfraces son muy agradables y el entorno en el encantador corazón de Indiana es hermoso. Luego, también, el guión, la dirección y la producción son muy, muy agradables. Pero, la perspicaz, humorística, y el aspecto reflexivo de la población gay es el mejor activo de la película, sin duda. Para aquellos que serían ofendidos por una película temática gay, sí, simplemente saltate sobre este. Pero, para todos los que quieran reírse con ganas, y obtener una mejor comprensión de la situación gay al mismo tiempo, esta es definitivamente la mejor película por ahí.",positive
"Cuando el disparo de apertura es que los marines de EE. UU. Quebrantan seriamente el respeto al respeto a la bandera de los Estados Unidos, una película tiene un camino difícil por delante, pero desafortunadamente estaba cuesta abajo desde allí. Hay un asesor militar acreditado, que también es aparentemente un marino de los Estados Unidos retirados, lo que hace que sea aún más desconcertante que este increíble violación del protocolo y la ley, pasó desapercibido. Aún más desconcertante es la forma en que simplemente brillaban sobre cómo se informa a un marine Kia, luego enterrado, en un orden muy corto, sin la menor explicación de cómo identificaron el cuerpo, o si incluso era un cuerpo. El gobierno de los Estados Unidos todavía está encontrando la falta de la Segunda Guerra Mundial, y lleva meses identificar los restos. El tiro militar permanece a Mia durante meses o años y solo se declara KIA cuando los restos se han identificado positivamente, o después de años de cinta roja. Aquí se espera que creamos que sucede en cuestión de días o semanas. Tal vez esto suceda en Dinamarca, pero no en los EE. UU. Claramente, ninguna de las personas involucradas ha tenido la más mínima participación con la más mínima participación, o el respeto por el ejército de los EE. UU., Que, hay una serie de otros momentos absolutamente risibles cuando los personajes se presentan con Zingers. de la nada. Debe haber algunas reuniones realmente ampliadas entre Auteur y los actores, ya que lucharon para encontrar su motivación para tal hogrash. Tener un guión que trabajó podría haber ayudado, pero este parece haberse inventado en el lugar, trabajando desde las notas de los acantilados. No hay forma de saber si el script fue este horrible originalmente, o si era el AUTEUR, o los niños de administración media en el estudio que soportan la responsabilidad. De cualquier manera, esta es una película horrible que nunca debería haberse hecho.",negative
"Por lo general, pensamos en los británicos como los expertos en la representación de una gran aventura de la era imperial, con los cuatro plumas (1939) y Zulu, simplemente porque la edad imperial era, en su mayor parte, británica. Aquí, en el viento y el león, vemos una maravillosa representación de la propia edad imperial de América. La proyección del poder de Merica bajo Teddy Roosevelt es el telón de fondo para esta historia convencional de la damisela secuestrada que, a pesar de su gentileza, está herido por el áspero, Manly nobleza de su captor, que a su vez está desarmado por su belleza y desprecio. (Las precisas políticamente correctas ansiosas por ver que algunos levieres de los pueblos o culturas ""nativos"" pueden estar asegurados, que la forma en que se representan los árabes y los musulmanes aquí es mucho más halagador que la forma en que sus homólogos modernos representan en la etapa del mundo actual). Lo que hace Esta historia es diferente los terribles valores de producción, la fotografía, la composición y la edición impecables, la casting terrible, el brian keith subestimado jugando a un bully Teddy, y la historia vívida. Aunque el viento y el león se les dice en gran medida a través de los ojos del Hijo, cada El miembro de la familia puede identificarse con uno de los personajes, ya sea que sean el noble brigand de Sean Connery, la heroína de Feisty de Candace Bergen, el Wily John Hero de John Huston o el Steve Kanaly, Radiant, Ruthless Can-Do Lieutenant, ""Big Stick"" de Roosevelt. Hay una escena trascendente al final, cuando el niño se arrastra simbólicamente por el páramo con tonterías en su corcel. Esta es una alta aventura en su mejor momento.",positive
"Había estado deseando ver Dreamgirls durante bastante tiempo ... ¿qué con todos son revisiones, nominaciones y atención a los medios de comunicación? ¡Y debo decir, el primer cuarto de la película fue bueno! Realmente retrató la escena de la música negra en ese entonces. Sin embargo, a medida que la película llevaba, yo y toda mi familia estaban aburridos de nuestro ingenio. El canto acaba de seguir llegando, uno tras otro. Me refiero seriamente, solo un número de música más y se habría roto incluso con Rent.Furthermore, noté casi ningún desarrollo de personajes en ninguno de los personajes; ¡Simplemente no me importaba lo que les pasó! Incluso cuando el personaje de Eddie Murphy murió de una sobredosis de drogas, sabía que debería haber estado triste, pero simplemente no pude sentir ninguna emoción para ese personaje. Los personajes se les dio un fondo endeble acerca de cantar en su infancia y en qué no, pero hay personalidades que no se revelaron lo suficiente como para atraerme. En forma de que el conflicto simplemente no era lo suficientemente significativo como para que el espectador se preocupara, lo que se acompaña de la falta de carácter. desarrollo. Esta película me recordó una película de Copy-Cat basada en Ray, Chicago y Rest (Ray y Chicago eran películas maravillosas en mi opinión). En general, creo que esta película se adaptaría mejor a alguien que realmente no le importa una historia general, sin embargo, disfrutaría de dos horas de actuaciones de canto entretenidas y divertidas.",negative
"Uno de los cortometrajes más largos y extraños de Starwicz sigue a un perro de juguete en busca de una naranja después de animarse por la lágrima de la madre de una niña que anhela una naranja. El perro se acerca a una naranja después de caer de la parte posterior de un automóvil en su camino para ser vendido, pero por la noche debe proteger la naranja cuando venga a un club nocturno de diabólico con muchos personajes extraños y de miedo. Con la ayuda de un gato relleno, el perro recupera la naranja de regreso a la niña y ella es salvada de una terrible muerte de escorbilidad. La mascota presenta nuevas técnicas que aún no he visto en las películas de Starewicz. La adición de sincronización de sonido y una mezcla de acción en vivo con la animación de stop-motion hace que sea un nuevo giro en el antiguo estilo de los títeres de Starwicz. Las escenas en vivo de los automóviles en movimiento y los pies de la gente caminan como un títere que se sienta en la acera de concreto es impresionante y fresco. El estafo de los coches y los gritos de los vendedores ambulantes es notable debido al hecho de que los pequeños cambios de estudio son costosos y la utilización de la nueva tecnología de Sarrowicz parece un sombrero antiguo. Los nuevos personajes de títeres en esta película son contribuciones aterradoras a la escena del club del diablo. Las ramitas y los trituradores del periódico cobran vida. Los esqueletos de los pájaros muertos ponen los huevos que eclosionan los pollitos de esqueleto. Los personajes vienen volando de todo sobre palmaditas y sartenes y caballos de balanceo. Una nueva técnica de edición utiliza zoom rápido que se realizan a través de la edición para acelerar el ritmo de lo que antes podría haber sido una escena lenta. En general, STAREWICZ es capaz de actualizar su estilo de cinematográfico para satisfacer las demandas de una nueva audiencia haciendo esta película uno de los mejores ejemplos de su trabajo.",positive
"Buen desarrollo de personajes en un entorno bastante fresco. Siendo un hombre, probablemente no esté calificado para entenderlo totalmente, pero hacen un buen trabajo para establecer el entorno victoriano restrictivo desde el principio. No es tan sombrío como lo fue realmente y el tratamiento de las mujeres fue probablemente incluso más severa. Lo que hace que esta Go sea una química maravillosa entre los personajes principales. Cada uno tiene su propia ""cosa"" con la que contienden. Una vez que salen de la lluvia y salen de las telas de araña, comienzan a interactuar y perder lentamente su sentido de sospecha. Lo que disfruté sobre esta película es que no fue para la comedia barata cuando podría tener. No intentó golpear una lección en nosotros. Las personas que parecen absolutamente sin mérito son seres humanos muy bien desarrollados que llegan a ver la luz. Tenía un pequeño problema con el personaje de Alfred Molina que tenía una epifanía tan rápida, pero, dentro de este mundo, tenía que suceder. Buena actuación con algo que tiene lugar positivo en las vidas de algunas personas bastante buenas.",positive
"Gas de Prussic, un asesino que se pone un traje rojo de clansman y la campana empuñando un látigo blanco, y los asesinatos de las niñas de la escuela universitaria a manos de los convictos pagados alistados por un misterioso cerebro que mantiene su rostro escondido dentro de una oficina que contiene acuarios de tortugas y peces. Los inspectores de Scotland Yard, Higgins (Ijoachim Fuchsberger) y su Superior Sir John (Siegfried Schürenberg) ciertamente tienen sus manos llenas con este caso. Todo parece centrarse en el estudiante Ann Portland (USCHI GLAS), quien, cuando cumple 21 años, es heredar una gran cantidad de riqueza. Las chicas que están dirigidas comparten una habitación con Ann, pero la razón de que sus asesinatos sigue siendo la mejor opción de misterio. El personal del dormitorio de las niñas parece estar escondiendo algo y ciertos miembros de la facultad están cayendo ante el asesino en el disfraz de Red Monk Robe, lo suficientemente talentosos como para estrangular con precisión los cuellos de los atacados con el látigo. Los dos presos son encargados por un hombre misterioso para usar el gas tóxico recién creado creado por un científico asesinado al comienzo de la película durante lo que se suponía que era un intercambio monetario para su creación. Es un esquema inteligente donde un conductor, grees (Günter Meisner) cumple con los convictos (.. que se esconden en un barril) que son asistidos por una guardia de prisión corrupta. Tomado con los ojos vendados a la sala secreta del Mastermind, les da órdenes sobre quién matar y cómo. Descubriendo esta operación es una prioridad máxima para Higgins y Sir John, los llevará a la verdad que buscan en lo que respecta a los asesinatos y por qué están sucediendo. Bajo la sospecha, el dormitorio de las niñas, su hermano de su autor, un maestro de química sudoroso, increíblemente nervioso, un jardinero de snoopsing y el Bannister. Algunos son arañas rojas hasta que están dispuestas, lanzando al espectador por un bucle cada vez hasta que se descubra el verdadero Mastermind. El final cuenta con múltiples giros. Fuera de las películas de Krimi que he visto, la niña universitaria asesina es la más cercana a un Giallo con su colorido asesino, una trama convolada que produce muchas sorpresas y sospechosos potenciales, y sórdidos shenanigans entre adultos y niñas universitarias en el dormitorio. Creo que también puede ver la influencia de James Bond en esta película de Krimi en particular con el escondite secreto del villano de Mastermind con un pozo de cocodrilo (.. que no se usa), la pistola de biblia / agua falsa, cuando se abre, enciende el gas. La cara de las víctimas sobresaltadas, las grebas de Roye Royce, que tiene pestillos que causan que las solapuelas se oscurecieran las ventanas sin revelar al pasajero en el asiento trasero, y los agujeros de peep solían espiar a las chicas en sus habitaciones y mientras nadan. Muchos pueden considerar a Sir John un pasivo debido a su comportamiento bebedor y bufón y cómo él a menudo socava las habilidades de Higgins para llegar a la verdad (. Tal vez los inspectores británicos que dañen el caso). .. Sentí que se usaba como alivio de la comedia, particularmente con sus intentos de sospechosos psicoanalizantes y las víctimas potenciales, a menudo malinterpretaban lo que le decían. HIGGINS, utilizando las habilidades adoptadas en sus últimos años como investigador, en su lugar sigue las pistas / hechos, a menudo evitando a Sir John tanto como sea posible. Dirección capaz por el confiable Alfred Vohrer que mantiene el zumbido de Pace a una velocidad agradable, y el guión está lleno de caracteres interesantes y un contenido lúdico. El hecho de que muchos de los adultos que rodean el dormitorio son sospechosos, cualquiera de ellos podría ser el uno que maneja el látigo o llamando a las tomas detrás de esas ejecuciones de chicas asesinadas. Yo diría que esto puede ser uno de los mejores (.. Si no es los mejores) ejemplos del género Krimi, porque lo mantiene adivinando, siempre una ventaja más de su manga. Las revelaciones desenterradas al final son bastante. -Aldenar (.. y, incluso obtienes un desenmascaramiento literal del verdadero Mastermind Tirando las cuerdas para arriba todo).",positive
"Tuve mucha suerte de ver esta película como parte del Festival Internacional de Cine de Melbourne 2005 hace solo unos días.Debo admitir que soy muy parcial a las películas que se centran en las relaciones humanas y especialmente las que se concentran en el lado trágico de la vida.También me encanta la mayoría de las ofrendas cinematográficas escandinavas, a menudo hay una calidad profunda particular en la forma en que se desarrolla la historia y se dibujan los personajes.El edificio de personajes en esta película es extraordinario en sus detalles y su profundidad.Esto es a pesar del hecho de que nos encontramos con un gran número de personajes con situaciones y ubicaciones personales muy particulares dentro de su comunidad.La audiencia al final de la proyección fue muy silenciosa y pensativa.Todavía estoy jugando algunas de esas escenas en mi mente y todavía estoy asombrado por su poder y su sentido.",positive
"Esta película es realmente mala.Lo que la mayoría parece que fue filmado en un parque o en un sótano.Hay una araña gigante, pero todo lo que vemos es una pierna.Hay algunos gusanos que viven en una cueva que son solo títeres de calcetines baratos con dientes de cartón.Y la parcela es un montón de mumbo post-apocalíptico Jumbo que no tiene sentido.Todo es simplemente ridículo.",negative
"Creo que este es un infierno de una película ........... Podemos ver a Steven peleando con sus cosas de arte marcial de nuevo y como en todas las películas de Segal hay un mensaje en él, sin el mensaje que seríaUna de las muchas películas de acción / lucha, pero el mensaje es lo que hace que las películas de Segal sea genial y especial.",positive
"Vi esta película en el teatro, y me impresionó mucho.Luego, de nuevo, eso fue cuando Claire Danes era una buena actriz, no la perra tonta, arrogante, hollywood-ized, que es hoy.De todos modos, esta película realmente me golpeó como una de las películas de amistad hermosas, más crudas, realistas y hermosas.¿Hasta dónde irías realmente para tu mejor amigo?Me mudaron a las lágrimas al final, y aún me arrancaron cuando lo veo ahora (lo tengo).Recuerdo tan pronto como salí del teatro, llamé a mi mejor amiga y le llama a ella cuánto la amaba.Esta es una gran película para ver con tu mejor novia.Sin embargo, prepárese para la conversación casi cierta, donde ella se vuelva a usted y le pregunta si le haría algo así por ella ...",positive
"He visto esta película literalmente más de 100 veces ... ¡¡¡¡¡¡¡¡Absolutamente está lleno de entretenimiento!Powers Boothe da una actuación estelar.Como fan de los actores como William Shatner (Impulse, 1974) y Ron Liebmann (hasta la Academia, 1981), nunca pensé que un actor pudiera capturar la ""intensidad"" como Shatner y Liebmann en esos roles, hasta que vi a Boothe como Jim Jones!En lo que a mí respecta, Powers Boothe es Jim Jones ... ¡Esta película captura su mejor rendimiento!",positive
"Los tres personajes principales son todos desesperados, y sin embargo, solo lo siento por uno de ellos: Ernesto, dedicado desesperadamente a Mercedes.Esto fue parte de la frustración: gritando en Mercedes para obtener una pista y zanja el no-Good Harry, sin vender. Entonces, está la satisfacción: Steve Buscemi tiene una gran parte como un travesti, y la historia en movimiento de Harvey Keitel de su indignidad jugando.Un gorila para una película de televisión barata es increíble.Cuando menos lo esperas, Quentin Tarintino está haciendo media monólogo, y Anthony Quinn convierte a Ernesto en un hombre rico. Y nuevamente, los grandes momentos aparecen en la historia, pero al final es difícil saber qué sentir acerca de esta película.No tiene un final feliz, o incluso un completo, pero de alguna manera se siente bien. Esta película es extraña, pero entonces también lo soy;No es de extrañar que me haya gustado.",positive
